rand,Mod 64,Mod 32,Mod 16,Mod 8
592,16,16,0,0
467,19,19,3,3
861,29,29,13,5
368,48,16,0,0
888,56,24,8,0
175,47,15,15,7
699,59,27,11,3
483,35,3,3,3
544,32,0,0,0
800,32,0,0,0
877,45,13,13,5
718,14,14,14,6
528,16,16,0,0
335,15,15,15,7
405,21,21,5,5
365,45,13,13,5
385,1,1,1,1
667,27,27,11,3
696,56,24,8,0
865,33,1,1,1
435,51,19,3,3
752,48,16,0,0
872,40,8,8,0
300,44,12,12,4
830,62,30,14,6
445,61,29,13,5
322,2,2,2,2
694,54,22,6,6
683,43,11,11,3
441,57,25,9,1
1,1,1,1,1
239,47,15,15,7
674,34,2,2,2
292,36,4,4,4
190,62,30,14,6
323,3,3,3,3
349,29,29,13,5
327,7,7,7,7
758,54,22,6,6
27,27,27,11,3
21,21,21,5,5
950,54,22,6,6
147,19,19,3,3
243,51,19,3,3
847,15,15,15,7
163,35,3,3,3
860,28,28,12,4
665,25,25,9,1
727,23,23,7,7
311,55,23,7,7
986,26,26,10,2
958,62,30,14,6
575,63,31,15,7
501,53,21,5,5
195,3,3,3,3
159,31,31,15,7
216,24,24,8,0
564,52,20,4,4
643,3,3,3,3
802,34,2,2,2
483,35,3,3,3
485,37,5,5,5
588,12,12,12,4
256,0,0,0,0
969,9,9,9,1
511,63,31,15,7
456,8,8,8,0
154,26,26,10,2
787,19,19,3,3
283,27,27,11,3
830,62,30,14,6
155,27,27,11,3
349,29,29,13,5
586,10,10,10,2
883,51,19,3,3
996,36,4,4,4
710,6,6,6,6
402,18,18,2,2
500,52,20,4,4
398,14,14,14,6
520,8,8,8,0
868,36,4,4,4
852,20,20,4,4
377,57,25,9,1
149,21,21,5,5
782,14,14,14,6
120,56,24,8,0
441,57,25,9,1
519,7,7,7,7
376,56,24,8,0
683,43,11,11,3
818,50,18,2,2
517,5,5,5,5
849,17,17,1,1
869,37,5,5,5
504,56,24,8,0
332,12,12,12,4
392,8,8,8,0
693,53,21,5,5
948,52,20,4,4
233,41,9,9,1
404,20,20,4,4
88,24,24,8,0
761,57,25,9,1
842,10,10,10,2
88,24,24,8,0
173,45,13,13,5
990,30,30,14,6
628,52,20,4,4
787,19,19,3,3
506,58,26,10,2
259,3,3,3,3
747,43,11,11,3
326,6,6,6,6
272,16,16,0,0
606,30,30,14,6
812,44,12,12,4
909,13,13,13,5
795,27,27,11,3
528,16,16,0,0
516,4,4,4,4
346,26,26,10,2
434,50,18,2,2
706,2,2,2,2
975,15,15,15,7
67,3,3,3,3
361,41,9,9,1
393,9,9,9,1
693,53,21,5,5
591,15,15,15,7
183,55,23,7,7
758,54,22,6,6
999,39,7,7,7
752,48,16,0,0
384,0,0,0,0
158,30,30,14,6
855,23,23,7,7
761,57,25,9,1
746,42,10,10,2
470,22,22,6,6
827,59,27,11,3
586,10,10,10,2
52,52,20,4,4
67,3,3,3,3
264,8,8,8,0
616,40,8,8,0
480,32,0,0,0
642,2,2,2,2
409,25,25,9,1
894,62,30,14,6
770,2,2,2,2
446,62,30,14,6
763,59,27,11,3
364,44,12,12,4
38,38,6,6,6
151,23,23,7,7
608,32,0,0,0
547,35,3,3,3
482,34,2,2,2
316,60,28,12,4
254,62,30,14,6
767,63,31,15,7
749,45,13,13,5
837,5,5,5,5
56,56,24,8,0
321,1,1,1,1
276,20,20,4,4
357,37,5,5,5
582,6,6,6,6
917,21,21,5,5
399,15,15,15,7
407,23,23,7,7
557,45,13,13,5
815,47,15,15,7
863,31,31,15,7
511,63,31,15,7
662,22,22,6,6
6,6,6,6,6
63,63,31,15,7
464,16,16,0,0
828,60,28,12,4
315,59,27,11,3
704,0,0,0,0
967,7,7,7,7
487,39,7,7,7
383,63,31,15,7
850,18,18,2,2
719,15,15,15,7
981,21,21,5,5
482,34,2,2,2
280,24,24,8,0
785,17,17,1,1
989,29,29,13,5
472,24,24,8,0
525,13,13,13,5
661,21,21,5,5
881,49,17,1,1
104,40,8,8,0
862,30,30,14,6
413,29,29,13,5
413,29,29,13,5
979,19,19,3,3
765,61,29,13,5
83,19,19,3,3
640,0,0,0,0
174,46,14,14,6
916,20,20,4,4
447,63,31,15,7
407,23,23,7,7
318,62,30,14,6
337,17,17,1,1
591,15,15,15,7
184,56,24,8,0
275,19,19,3,3
621,45,13,13,5
960,0,0,0,0
257,1,1,1,1
970,10,10,10,2
659,19,19,3,3
157,29,29,13,5
59,59,27,11,3
985,25,25,9,1
828,60,28,12,4
509,61,29,13,5
144,16,16,0,0
817,49,17,1,1
264,8,8,8,0
13,13,13,13,5
882,50,18,2,2
21,21,21,5,5
907,11,11,11,3
495,47,15,15,7
496,48,16,0,0
925,29,29,13,5
523,11,11,11,3
955,59,27,11,3
989,29,29,13,5
124,60,28,12,4
728,24,24,8,0
491,43,11,11,3
84,20,20,4,4
990,30,30,14,6
763,59,27,11,3
651,11,11,11,3
344,24,24,8,0
343,23,23,7,7
534,22,22,6,6
550,38,6,6,6
239,47,15,15,7
925,29,29,13,5
133,5,5,5,5
802,34,2,2,2
133,5,5,5,5
104,40,8,8,0
681,41,9,9,1
427,43,11,11,3
472,24,24,8,0
100,36,4,4,4
88,24,24,8,0
555,43,11,11,3
524,12,12,12,4
501,53,21,5,5
547,35,3,3,3
390,6,6,6,6
882,50,18,2,2
835,3,3,3,3
514,2,2,2,2
13,13,13,13,5
838,6,6,6,6
654,14,14,14,6
911,15,15,15,7
929,33,1,1,1
434,50,18,2,2
767,63,31,15,7
78,14,14,14,6
678,38,6,6,6
81,17,17,1,1
860,28,28,12,4
188,60,28,12,4
912,16,16,0,0
212,20,20,4,4
527,15,15,15,7
301,45,13,13,5
244,52,20,4,4
842,10,10,10,2
626,50,18,2,2
637,61,29,13,5
190,62,30,14,6
32,32,0,0,0
237,45,13,13,5
294,38,6,6,6
403,19,19,3,3
287,31,31,15,7
136,8,8,8,0
460,12,12,12,4
775,7,7,7,7
416,32,0,0,0
294,38,6,6,6
811,43,11,11,3
145,17,17,1,1
463,15,15,15,7
632,56,24,8,0
51,51,19,3,3
479,31,31,15,7
664,24,24,8,0
818,50,18,2,2
271,15,15,15,7
226,34,2,2,2
33,33,1,1,1
165,37,5,5,5
850,18,18,2,2
775,7,7,7,7
344,24,24,8,0
507,59,27,11,3
551,39,7,7,7
431,47,15,15,7
262,6,6,6,6
983,23,23,7,7
863,31,31,15,7
104,40,8,8,0
834,2,2,2,2
325,5,5,5,5
728,24,24,8,0
178,50,18,2,2
109,45,13,13,5
579,3,3,3,3
565,53,21,5,5
380,60,28,12,4
483,35,3,3,3
152,24,24,8,0
202,10,10,10,2
840,8,8,8,0
952,56,24,8,0
910,14,14,14,6
192,0,0,0,0
175,47,15,15,7
584,8,8,8,0
164,36,4,4,4
608,32,0,0,0
678,38,6,6,6
415,31,31,15,7
748,44,12,12,4
922,26,26,10,2
219,27,27,11,3
976,16,16,0,0
536,24,24,8,0
814,46,14,14,6
362,42,10,10,2
955,59,27,11,3
824,56,24,8,0
541,29,29,13,5
638,62,30,14,6
828,60,28,12,4
220,28,28,12,4
218,26,26,10,2
114,50,18,2,2
278,22,22,6,6
736,32,0,0,0
639,63,31,15,7
493,45,13,13,5
545,33,1,1,1
518,6,6,6,6
254,62,30,14,6
473,25,25,9,1
187,59,27,11,3
10,10,10,10,2
73,9,9,9,1
530,18,18,2,2
336,16,16,0,0
271,15,15,15,7
968,8,8,8,0
156,28,28,12,4
425,41,9,9,1
329,9,9,9,1
371,51,19,3,3
350,30,30,14,6
396,12,12,12,4
27,27,27,11,3
878,46,14,14,6
171,43,11,11,3
951,55,23,7,7
328,8,8,8,0
524,12,12,12,4
347,27,27,11,3
753,49,17,1,1
816,48,16,0,0
350,30,30,14,6
530,18,18,2,2
169,41,9,9,1
729,25,25,9,1
842,10,10,10,2
457,9,9,9,1
470,22,22,6,6
844,12,12,12,4
541,29,29,13,5
997,37,5,5,5
752,48,16,0,0
951,55,23,7,7
631,55,23,7,7
194,2,2,2,2
574,62,30,14,6
551,39,7,7,7
164,36,4,4,4
642,2,2,2,2
896,0,0,0,0
78,14,14,14,6
272,16,16,0,0
250,58,26,10,2
459,11,11,11,3
227,35,3,3,3
767,63,31,15,7
632,56,24,8,0
404,20,20,4,4
372,52,20,4,4
969,9,9,9,1
119,55,23,7,7
435,51,19,3,3
392,8,8,8,0
12,12,12,12,4
503,55,23,7,7
801,33,1,1,1
165,37,5,5,5
764,60,28,12,4
161,33,1,1,1
464,16,16,0,0
494,46,14,14,6
736,32,0,0,0
508,60,28,12,4
324,4,4,4,4
652,12,12,12,4
862,30,30,14,6
741,37,5,5,5
979,19,19,3,3
457,9,9,9,1
839,7,7,7,7
361,41,9,9,1
780,12,12,12,4
960,0,0,0,0
863,31,31,15,7
555,43,11,11,3
297,41,9,9,1
702,62,30,14,6
243,51,19,3,3
576,0,0,0,0
215,23,23,7,7
541,29,29,13,5
271,15,15,15,7
948,52,20,4,4
163,35,3,3,3
103,39,7,7,7
503,55,23,7,7
321,1,1,1,1
139,11,11,11,3
543,31,31,15,7
227,35,3,3,3
194,2,2,2,2
543,31,31,15,7
753,49,17,1,1
503,55,23,7,7
224,32,0,0,0
704,0,0,0,0
137,9,9,9,1
397,13,13,13,5
118,54,22,6,6
756,52,20,4,4
17,17,17,1,1
230,38,6,6,6
570,58,26,10,2
981,21,21,5,5
259,3,3,3,3
254,62,30,14,6
461,13,13,13,5
621,45,13,13,5
404,20,20,4,4
170,42,10,10,2
482,34,2,2,2
735,31,31,15,7
909,13,13,13,5
704,0,0,0,0
497,49,17,1,1
951,55,23,7,7
675,35,3,3,3
998,38,6,6,6
126,62,30,14,6
412,28,28,12,4
533,21,21,5,5
21,21,21,5,5
684,44,12,12,4
884,52,20,4,4
724,20,20,4,4
819,51,19,3,3
375,55,23,7,7
513,1,1,1,1
542,30,30,14,6
559,47,15,15,7
212,20,20,4,4
363,43,11,11,3
882,50,18,2,2
243,51,19,3,3
810,42,10,10,2
313,57,25,9,1
366,46,14,14,6
261,5,5,5,5
579,3,3,3,3
851,19,19,3,3
143,15,15,15,7
832,0,0,0,0
882,50,18,2,2
359,39,7,7,7
685,45,13,13,5
686,46,14,14,6
919,23,23,7,7
768,0,0,0,0
533,21,21,5,5
362,42,10,10,2
560,48,16,0,0
604,28,28,12,4
85,21,21,5,5
136,8,8,8,0
907,11,11,11,3
847,15,15,15,7
174,46,14,14,6
653,13,13,13,5
649,9,9,9,1
887,55,23,7,7
316,60,28,12,4
452,4,4,4,4
17,17,17,1,1
617,41,9,9,1
460,12,12,12,4
260,4,4,4,4
562,50,18,2,2
417,33,1,1,1
320,0,0,0,0
653,13,13,13,5
199,7,7,7,7
289,33,1,1,1
410,26,26,10,2
233,41,9,9,1
810,42,10,10,2
576,0,0,0,0
487,39,7,7,7
219,27,27,11,3
274,18,18,2,2
447,63,31,15,7
677,37,5,5,5
581,5,5,5,5
407,23,23,7,7
977,17,17,1,1
635,59,27,11,3
270,14,14,14,6
514,2,2,2,2
96,32,0,0,0
68,4,4,4,4
499,51,19,3,3
82,18,18,2,2
286,30,30,14,6
947,51,19,3,3
952,56,24,8,0
352,32,0,0,0
654,14,14,14,6
460,12,12,12,4
546,34,2,2,2
172,44,12,12,4
387,3,3,3,3
766,62,30,14,6
918,22,22,6,6
537,25,25,9,1
938,42,10,10,2
589,13,13,13,5
689,49,17,1,1
728,24,24,8,0
619,43,11,11,3
371,51,19,3,3
552,40,8,8,0
952,56,24,8,0
171,43,11,11,3
828,60,28,12,4
400,16,16,0,0
918,22,22,6,6
53,53,21,5,5
328,8,8,8,0
503,55,23,7,7
349,29,29,13,5
727,23,23,7,7
67,3,3,3,3
316,60,28,12,4
896,0,0,0,0
322,2,2,2,2
30,30,30,14,6
688,48,16,0,0
81,17,17,1,1
383,63,31,15,7
244,52,20,4,4
854,22,22,6,6
769,1,1,1,1
116,52,20,4,4
873,41,9,9,1
94,30,30,14,6
974,14,14,14,6
814,46,14,14,6
746,42,10,10,2
955,59,27,11,3
621,45,13,13,5
193,1,1,1,1
553,41,9,9,1
535,23,23,7,7
422,38,6,6,6
241,49,17,1,1
399,15,15,15,7
271,15,15,15,7
867,35,3,3,3
970,10,10,10,2
674,34,2,2,2
770,2,2,2,2
855,23,23,7,7
310,54,22,6,6
253,61,29,13,5
523,11,11,11,3
953,57,25,9,1
90,26,26,10,2
176,48,16,0,0
220,28,28,12,4
600,24,24,8,0
401,17,17,1,1
340,20,20,4,4
937,41,9,9,1
134,6,6,6,6
100,36,4,4,4
287,31,31,15,7
785,17,17,1,1
621,45,13,13,5
354,34,2,2,2
42,42,10,10,2
883,51,19,3,3
822,54,22,6,6
63,63,31,15,7
139,11,11,11,3
856,24,24,8,0
528,16,16,0,0
550,38,6,6,6
925,29,29,13,5
446,62,30,14,6
588,12,12,12,4
83,19,19,3,3
459,11,11,11,3
492,44,12,12,4
529,17,17,1,1
616,40,8,8,0
161,33,1,1,1
733,29,29,13,5
600,24,24,8,0
59,59,27,11,3
66,2,2,2,2
612,36,4,4,4
782,14,14,14,6
13,13,13,13,5
225,33,1,1,1
109,45,13,13,5
807,39,7,7,7
850,18,18,2,2
546,34,2,2,2
740,36,4,4,4
429,45,13,13,5
776,8,8,8,0
803,35,3,3,3
309,53,21,5,5
81,17,17,1,1
554,42,10,10,2
523,11,11,11,3
557,45,13,13,5
215,23,23,7,7
554,42,10,10,2
270,14,14,14,6
42,42,10,10,2
9,9,9,9,1
590,14,14,14,6
936,40,8,8,0
859,27,27,11,3
516,4,4,4,4
677,37,5,5,5
313,57,25,9,1
144,16,16,0,0
979,19,19,3,3
973,13,13,13,5
912,16,16,0,0
72,8,8,8,0
317,61,29,13,5
773,5,5,5,5
526,14,14,14,6
125,61,29,13,5
933,37,5,5,5
910,14,14,14,6
257,1,1,1,1
633,57,25,9,1
698,58,26,10,2
142,14,14,14,6
713,9,9,9,1
361,41,9,9,1
703,63,31,15,7
792,24,24,8,0
940,44,12,12,4
900,4,4,4,4
645,5,5,5,5
440,56,24,8,0
702,62,30,14,6
520,8,8,8,0
306,50,18,2,2
338,18,18,2,2
447,63,31,15,7
0,0,0,0,0
127,63,31,15,7
586,10,10,10,2
869,37,5,5,5
65,1,1,1,1
409,25,25,9,1
379,59,27,11,3
164,36,4,4,4
733,29,29,13,5
861,29,29,13,5
411,27,27,11,3
410,26,26,10,2
271,15,15,15,7
632,56,24,8,0
446,62,30,14,6
465,17,17,1,1
667,27,27,11,3
684,44,12,12,4
288,32,0,0,0
753,49,17,1,1
826,58,26,10,2
815,47,15,15,7
74,10,10,10,2
646,6,6,6,6
553,41,9,9,1
619,43,11,11,3
261,5,5,5,5
776,8,8,8,0
385,1,1,1,1
811,43,11,11,3
81,17,17,1,1
835,3,3,3,3
359,39,7,7,7
744,40,8,8,0
957,61,29,13,5
602,26,26,10,2
381,61,29,13,5
202,10,10,10,2
122,58,26,10,2
25,25,25,9,1
400,16,16,0,0
733,29,29,13,5
555,43,11,11,3
486,38,6,6,6
370,50,18,2,2
219,27,27,11,3
598,22,22,6,6
156,28,28,12,4
416,32,0,0,0
520,8,8,8,0
823,55,23,7,7
688,48,16,0,0
214,22,22,6,6
449,1,1,1,1
580,4,4,4,4
652,12,12,12,4
977,17,17,1,1
373,53,21,5,5
234,42,10,10,2
516,4,4,4,4
227,35,3,3,3
318,62,30,14,6
635,59,27,11,3
231,39,7,7,7
914,18,18,2,2
956,60,28,12,4
392,8,8,8,0
215,23,23,7,7
489,41,9,9,1
434,50,18,2,2
77,13,13,13,5
128,0,0,0,0
145,17,17,1,1
932,36,4,4,4
877,45,13,13,5
288,32,0,0,0
260,4,4,4,4
642,2,2,2,2
890,58,26,10,2
923,27,27,11,3
870,38,6,6,6
944,48,16,0,0
540,28,28,12,4
520,8,8,8,0
261,5,5,5,5
961,1,1,1,1
739,35,3,3,3
425,41,9,9,1
925,29,29,13,5
106,42,10,10,2
185,57,25,9,1
836,4,4,4,4
465,17,17,1,1
352,32,0,0,0
946,50,18,2,2
138,10,10,10,2
478,30,30,14,6
680,40,8,8,0
178,50,18,2,2
177,49,17,1,1
553,41,9,9,1
680,40,8,8,0
563,51,19,3,3
321,1,1,1,1
55,55,23,7,7
192,0,0,0,0
367,47,15,15,7
622,46,14,14,6
57,57,25,9,1
220,28,28,12,4
439,55,23,7,7
421,37,5,5,5
924,28,28,12,4
165,37,5,5,5
851,19,19,3,3
986,26,26,10,2
744,40,8,8,0
49,49,17,1,1
460,12,12,12,4
400,16,16,0,0
593,17,17,1,1
706,2,2,2,2
445,61,29,13,5
727,23,23,7,7
283,27,27,11,3
450,2,2,2,2
398,14,14,14,6
814,46,14,14,6
537,25,25,9,1
825,57,25,9,1
991,31,31,15,7
745,41,9,9,1
643,3,3,3,3
60,60,28,12,4
233,41,9,9,1
148,20,20,4,4
552,40,8,8,0
14,14,14,14,6
126,62,30,14,6
893,61,29,13,5
495,47,15,15,7
203,11,11,11,3
990,30,30,14,6
932,36,4,4,4
339,19,19,3,3
38,38,6,6,6
19,19,19,3,3
505,57,25,9,1
105,41,9,9,1
980,20,20,4,4
208,16,16,0,0
707,3,3,3,3
5,5,5,5,5
901,5,5,5,5
227,35,3,3,3
465,17,17,1,1
875,43,11,11,3
708,4,4,4,4
825,57,25,9,1
430,46,14,14,6
835,3,3,3,3
442,58,26,10,2
532,20,20,4,4
588,12,12,12,4
278,22,22,6,6
301,45,13,13,5
617,41,9,9,1
55,55,23,7,7
373,53,21,5,5
803,35,3,3,3
201,9,9,9,1
231,39,7,7,7
897,1,1,1,1
454,6,6,6,6
208,16,16,0,0
707,3,3,3,3
910,14,14,14,6
642,2,2,2,2
625,49,17,1,1
427,43,11,11,3
213,21,21,5,5
522,10,10,10,2
946,50,18,2,2
277,21,21,5,5
710,6,6,6,6
184,56,24,8,0
393,9,9,9,1
302,46,14,14,6
250,58,26,10,2
206,14,14,14,6
632,56,24,8,0
449,1,1,1,1
160,32,0,0,0
147,19,19,3,3
691,51,19,3,3
433,49,17,1,1
477,29,29,13,5
782,14,14,14,6
761,57,25,9,1
441,57,25,9,1
981,21,21,5,5
696,56,24,8,0
932,36,4,4,4
115,51,19,3,3
995,35,3,3,3
150,22,22,6,6
807,39,7,7,7
885,53,21,5,5
104,40,8,8,0
105,41,9,9,1
7,7,7,7,7
907,11,11,11,3
311,55,23,7,7
930,34,2,2,2
204,12,12,12,4
6,6,6,6,6
269,13,13,13,5
880,48,16,0,0
992,32,0,0,0
924,28,28,12,4
758,54,22,6,6
47,47,15,15,7
434,50,18,2,2
567,55,23,7,7
703,63,31,15,7
42,42,10,10,2
660,20,20,4,4
457,9,9,9,1
635,59,27,11,3
296,40,8,8,0
913,17,17,1,1
841,9,9,9,1
16,16,16,0,0
653,13,13,13,5
488,40,8,8,0
617,41,9,9,1
190,62,30,14,6
428,44,12,12,4
605,29,29,13,5
637,61,29,13,5
249,57,25,9,1
40,40,8,8,0
746,42,10,10,2
599,23,23,7,7
885,53,21,5,5
153,25,25,9,1
490,42,10,10,2
512,0,0,0,0
655,15,15,15,7
317,61,29,13,5
255,63,31,15,7
92,28,28,12,4
469,21,21,5,5
356,36,4,4,4
522,10,10,10,2
791,23,23,7,7
558,46,14,14,6
462,14,14,14,6
787,19,19,3,3
280,24,24,8,0
488,40,8,8,0
128,0,0,0,0
973,13,13,13,5
733,29,29,13,5
897,1,1,1,1
96,32,0,0,0
13,13,13,13,5
861,29,29,13,5
328,8,8,8,0
936,40,8,8,0
193,1,1,1,1
850,18,18,2,2
780,12,12,12,4
556,44,12,12,4
948,52,20,4,4
43,43,11,11,3
938,42,10,10,2
816,48,16,0,0
413,29,29,13,5
712,8,8,8,0
831,63,31,15,7
123,59,27,11,3
20,20,20,4,4
956,60,28,12,4
274,18,18,2,2
410,26,26,10,2
842,10,10,10,2
36,36,4,4,4
187,59,27,11,3
87,23,23,7,7
609,33,1,1,1
862,30,30,14,6
750,46,14,14,6
450,2,2,2,2
411,27,27,11,3
737,33,1,1,1
155,27,27,11,3
961,1,1,1,1
680,40,8,8,0
234,42,10,10,2
919,23,23,7,7
25,25,25,9,1
671,31,31,15,7
463,15,15,15,7
203,11,11,11,3
458,10,10,10,2
920,24,24,8,0
100,36,4,4,4
67,3,3,3,3
883,51,19,3,3
629,53,21,5,5
761,57,25,9,1
94,30,30,14,6
838,6,6,6,6
383,63,31,15,7
78,14,14,14,6
947,51,19,3,3
233,41,9,9,1
36,36,4,4,4
913,17,17,1,1
276,20,20,4,4
326,6,6,6,6
588,12,12,12,4
256,0,0,0,0
532,20,20,4,4
106,42,10,10,2
754,50,18,2,2
453,5,5,5,5
993,33,1,1,1
70,6,6,6,6
268,12,12,12,4
995,35,3,3,3
697,57,25,9,1
682,42,10,10,2
480,32,0,0,0
275,19,19,3,3
825,57,25,9,1
942,46,14,14,6
5,5,5,5,5
134,6,6,6,6
753,49,17,1,1
805,37,5,5,5
634,58,26,10,2
580,4,4,4,4
452,4,4,4,4
54,54,22,6,6
698,58,26,10,2
261,5,5,5,5
89,25,25,9,1
436,52,20,4,4
268,12,12,12,4
288,32,0,0,0
786,18,18,2,2
140,12,12,12,4
316,60,28,12,4
921,25,25,9,1
318,62,30,14,6
892,60,28,12,4
169,41,9,9,1
168,40,8,8,0
517,5,5,5,5
695,55,23,7,7
796,28,28,12,4
990,30,30,14,6
34,34,2,2,2
228,36,4,4,4
216,24,24,8,0
683,43,11,11,3
782,14,14,14,6
839,7,7,7,7
73,9,9,9,1
375,55,23,7,7
606,30,30,14,6
418,34,2,2,2
777,9,9,9,1
25,25,25,9,1
916,20,20,4,4
624,48,16,0,0
43,43,11,11,3
367,47,15,15,7
143,15,15,15,7
708,4,4,4,4
772,4,4,4,4
341,21,21,5,5
245,53,21,5,5
48,48,16,0,0
545,33,1,1,1
305,49,17,1,1
567,55,23,7,7
954,58,26,10,2
963,3,3,3,3
904,8,8,8,0
288,32,0,0,0
114,50,18,2,2
121,57,25,9,1
512,0,0,0,0
539,27,27,11,3
810,42,10,10,2
232,40,8,8,0
132,4,4,4,4
188,60,28,12,4
552,40,8,8,0
340,20,20,4,4
559,47,15,15,7
57,57,25,9,1
227,35,3,3,3
828,60,28,12,4
170,42,10,10,2
396,12,12,12,4
10,10,10,10,2
291,35,3,3,3
417,33,1,1,1
698,58,26,10,2
572,60,28,12,4
935,39,7,7,7
842,10,10,10,2
835,3,3,3,3
755,51,19,3,3
886,54,22,6,6
20,20,20,4,4
273,17,17,1,1
102,38,6,6,6
34,34,2,2,2
651,11,11,11,3
970,10,10,10,2
274,18,18,2,2
920,24,24,8,0
342,22,22,6,6
935,39,7,7,7
944,48,16,0,0
57,57,25,9,1
518,6,6,6,6
337,17,17,1,1
235,43,11,11,3
180,52,20,4,4
375,55,23,7,7
488,40,8,8,0
592,16,16,0,0
841,9,9,9,1
46,46,14,14,6
422,38,6,6,6
618,42,10,10,2
917,21,21,5,5
589,13,13,13,5
781,13,13,13,5
449,1,1,1,1
190,62,30,14,6
575,63,31,15,7
973,13,13,13,5
80,16,16,0,0
940,44,12,12,4
687,47,15,15,7
874,42,10,10,2
290,34,2,2,2
350,30,30,14,6
647,7,7,7,7
430,46,14,14,6
585,9,9,9,1
275,19,19,3,3
58,58,26,10,2
185,57,25,9,1
497,49,17,1,1
984,24,24,8,0
134,6,6,6,6
534,22,22,6,6
31,31,31,15,7
306,50,18,2,2
205,13,13,13,5
433,49,17,1,1
25,25,25,9,1
693,53,21,5,5
998,38,6,6,6
356,36,4,4,4
952,56,24,8,0
859,27,27,11,3
169,41,9,9,1
174,46,14,14,6
419,35,3,3,3
823,55,23,7,7
968,8,8,8,0
907,11,11,11,3
355,35,3,3,3
895,63,31,15,7
531,19,19,3,3
134,6,6,6,6
295,39,7,7,7
981,21,21,5,5
812,44,12,12,4
989,29,29,13,5
423,39,7,7,7
817,49,17,1,1
660,20,20,4,4
78,14,14,14,6
827,59,27,11,3
554,42,10,10,2
317,61,29,13,5
213,21,21,5,5
832,0,0,0,0
744,40,8,8,0
82,18,18,2,2
83,19,19,3,3
911,15,15,15,7
325,5,5,5,5
191,63,31,15,7
11,11,11,11,3
22,22,22,6,6
771,3,3,3,3
360,40,8,8,0
717,13,13,13,5
96,32,0,0,0
248,56,24,8,0
861,29,29,13,5
760,56,24,8,0
449,1,1,1,1
802,34,2,2,2
121,57,25,9,1
171,43,11,11,3
31,31,31,15,7
849,17,17,1,1
241,49,17,1,1
948,52,20,4,4
315,59,27,11,3
620,44,12,12,4
145,17,17,1,1
67,3,3,3,3
689,49,17,1,1
977,17,17,1,1
666,26,26,10,2
209,17,17,1,1
995,35,3,3,3
637,61,29,13,5
838,6,6,6,6
497,49,17,1,1
681,41,9,9,1
0,0,0,0,0
971,11,11,11,3
240,48,16,0,0
716,12,12,12,4
23,23,23,7,7
371,51,19,3,3
278,22,22,6,6
838,6,6,6,6
299,43,11,11,3
453,5,5,5,5
654,14,14,14,6
365,45,13,13,5
467,19,19,3,3
671,31,31,15,7
767,63,31,15,7
736,32,0,0,0
335,15,15,15,7
827,59,27,11,3
393,9,9,9,1
880,48,16,0,0
367,47,15,15,7
652,12,12,12,4
401,17,17,1,1
645,5,5,5,5
538,26,26,10,2
754,50,18,2,2
814,46,14,14,6
268,12,12,12,4
780,12,12,12,4
648,8,8,8,0
537,25,25,9,1
810,42,10,10,2
878,46,14,14,6
497,49,17,1,1
892,60,28,12,4
14,14,14,14,6
823,55,23,7,7
980,20,20,4,4
490,42,10,10,2
217,25,25,9,1
118,54,22,6,6
10,10,10,10,2
166,38,6,6,6
63,63,31,15,7
495,47,15,15,7
29,29,29,13,5
258,2,2,2,2
16,16,16,0,0
779,11,11,11,3
70,6,6,6,6
884,52,20,4,4
992,32,0,0,0
957,61,29,13,5
89,25,25,9,1
716,12,12,12,4
642,2,2,2,2
812,44,12,12,4
672,32,0,0,0
407,23,23,7,7
454,6,6,6,6
91,27,27,11,3
373,53,21,5,5
433,49,17,1,1
828,60,28,12,4
515,3,3,3,3
983,23,23,7,7
394,10,10,10,2
558,46,14,14,6
451,3,3,3,3
596,20,20,4,4
848,16,16,0,0
157,29,29,13,5
202,10,10,10,2
59,59,27,11,3
37,37,5,5,5
543,31,31,15,7
8,8,8,8,0
99,35,3,3,3
48,48,16,0,0
829,61,29,13,5
829,61,29,13,5
822,54,22,6,6
619,43,11,11,3
163,35,3,3,3
189,61,29,13,5
676,36,4,4,4
402,18,18,2,2
39,39,7,7,7
138,10,10,10,2
750,46,14,14,6
925,29,29,13,5
174,46,14,14,6
472,24,24,8,0
674,34,2,2,2
890,58,26,10,2
162,34,2,2,2
139,11,11,11,3
815,47,15,15,7
388,4,4,4,4
803,35,3,3,3
283,27,27,11,3
185,57,25,9,1
787,19,19,3,3
625,49,17,1,1
861,29,29,13,5
977,17,17,1,1
909,13,13,13,5
740,36,4,4,4
270,14,14,14,6
794,26,26,10,2
104,40,8,8,0
155,27,27,11,3
21,21,21,5,5
988,28,28,12,4
768,0,0,0,0
28,28,28,12,4
220,28,28,12,4
796,28,28,12,4
241,49,17,1,1
645,5,5,5,5
82,18,18,2,2
849,17,17,1,1
719,15,15,15,7
478,30,30,14,6
237,45,13,13,5
93,29,29,13,5
983,23,23,7,7
688,48,16,0,0
662,22,22,6,6
872,40,8,8,0
837,5,5,5,5
776,8,8,8,0
701,61,29,13,5
568,56,24,8,0
355,35,3,3,3
54,54,22,6,6
231,39,7,7,7
969,9,9,9,1
397,13,13,13,5
40,40,8,8,0
772,4,4,4,4
642,2,2,2,2
26,26,26,10,2
75,11,11,11,3
826,58,26,10,2
122,58,26,10,2
823,55,23,7,7
202,10,10,10,2
171,43,11,11,3
73,9,9,9,1
160,32,0,0,0
588,12,12,12,4
984,24,24,8,0
